assembly_accession,locus_tag,product_accession,contigID,start,end
GCA_002215305.1,ABJOBNHB_02853,ABJOBNHB_02853,,26979,27239
GCA_002010195.1,NEEPMCML_02006,NEEPMCML_02006,,31,234
GCA_001266735.1,MsedE_1174,AKV83165.1,,1117181,1118392
GCA_000211475.1,PNA2_1817,AEC52732.1,,1697226,1697957
GCA_000213215.1,Ahos_0379,AEE93270.1,,378967,379749
GCA_000245235.2,PMPIPMEH_00889,PMPIPMEH_00889,,848011,848991
GCA_900012635.1,CHITON_1034,CUX77813.1,,989669,990298
GCA_001560525.1,NGHHJGKP_00006,NGHHJGKP_00006,,7456,8142
GCA_000376445.1,BIDIOBJA_04124,BIDIOBJA_04124,,149438,151594
GCA_000190055.2,FPKNIGDP_00141,FPKNIGDP_00141,,64261,64539
GCA_000980135.1,DU84_03120,KKH93940.1,,30779,32284
GCA_000022445.1,M164_0893,ACR41505.1,,846611,847072
GCA_000494205.1,KLFKALOH_01225,KLFKALOH_01225,,5573,8767
GCA_000006175.2,Mvol_0561,ADI36220.1,,599205,599951
GCA_900095815.1,MWSIV6_1484,SCM58179.1,,1376655,1377368
GCA_000685635.1,BM92_16425,AHZ24494.1,,191630,193747
GCA_002496805.1,AHGPDOKP_00290,AHGPDOKP_00290,,297045,297533
GCA_001315985.1,EHOGNACC_01741,EHOGNACC_01741,,6021,6482
GCA_000011085.1,pNG4050,AAV44423.1,,41311,42108
GCA_000970325.1,MCMEM_1777,AKB85830.1,,1917858,1919060
GCA_000245175.2,JFKDKKGG_00890,JFKDKKGG_00890,,849089,849430
GCA_001559965.1,BOJFONCB_02173,BOJFONCB_02173,,707707,708612
GCA_000979125.1,DU60_00485,KKH30936.1,,882,1964
GCA_000215995.1,PYCH_09650,AEH24650.1,,852242,853822
GCA_002214545.1,A3L14_06445,ASJ12550.1,,1177302,1177943
GCA_900198835.1,OAOADCOO_02012,OAOADCOO_02012,,1825300,1826343
GCA_000213215.1,Ahos_1744,AEE94621.1,,1580814,1581536
GCA_001481635.1,ATZ20_00145,ALU30700.1,,35199,37214
GCA_000265525.1,CL1_1812,AFL96008.1,,1738074,1738544
GCA_002194565.1,Pdsh_08025,OWJ54405.1,,220201,221040
GCA_000022465.1,YG5714_0766,ACP45053.1,,713496,714215
GCA_000979935.1,DU72_02935,KKH52399.1,,30175,30999
GCA_000565255.1,ASUL_09364,EWG06486.1,,9254,10054
GCA_000245135.2,ANGOGFEL_02846,ANGOGFEL_02846,,847150,847941
GCA_002504525.1,KBKJDCNC_01976,KBKJDCNC_01976,,47176,48723
GCA_000979125.1,DU60_04300,KKH32281.1,,10238,11587
GCA_000337275.1,C436_20693,EMA08155.1,,16432,16692
GCA_002503585.1,AIGGBOHE_01545,AIGGBOHE_01545,,93894,94490
GCA_001560645.1,AEPHJOEN_01822,AEPHJOEN_01822,,17642,18247
GCA_001316225.1,IMGFHCIG_02183,IMGFHCIG_02183,,6726,7010
GCA_002011035.1,IKDALMAK_00282,IKDALMAK_00282,,261898,262587
GCA_000970025.1,MSBRM_0752,AKB53750.1,,981320,982408
GCA_000190315.1,VMUT_1395,ADY01600.1,,1375388,1376377
GCA_002495325.1,AOOKDMNG_00053,AOOKDMNG_00053,,57350,58294
GCA_001316025.1,FEHKMECB_03368,FEHKMECB_03368,,12947,13699
GCA_001412615.1,Pyrde_1358,ALL01404.1,,1349103,1350029
GCA_000769655.1,TEU_10800,AIU70782.1,,1966951,1969830
GCA_000012285.1,Saci_2045,AAY81341.1,,1863070,1863675
GCA_001560305.1,PJMKINCC_01300,PJMKINCC_01300,,15955,16356
GCA_002495885.1,EODJKBAH_00989,EODJKBAH_00989,,104788,105081
GCA_000710605.1,NJDDDAHP_04019,NJDDDAHP_04019,,93807,95927
GCA_000025505.1,Ferp_1850,ADC65993.1,,1602774,1603904
GCA_001266715.1,MsedD_1178,AKV80927.1,,1124140,1124904
GCA_000151085.1,ABOONEI_2517,EDY34305.1,,4767,5585
GCA_000016385.1,Pars_1133,ABP50711.1,,1028634,1029512
GCA_002898355.1,HRbin01_01610,GBC69905.1,,21505,22341
GCA_000376965.1,GNOCFNDI_00129,GNOCFNDI_00129,,686,1396
GCA_000723845.1,EMNAJBJC_02296,EMNAJBJC_02296,,2173464,2174201
GCA_001560315.1,COBLBLBO_02091,COBLBLBO_02091,,144163,145347
GCA_001714685.2,BGV40_03515,OEU43544.1,,5833,6657
GCA_002010075.1,CBEJEKJO_01402,CBEJEKJO_01402,,16874,17269
GCA_000237865.1,Hqrw_1374,CCC39329.1,,398583,399326
GCA_000979585.1,DU36_14165,KKG50926.1,,17881,18489
GCA_900196725.1,MNV_330047,SNQ61379.1,,39623,40381
GCA_000398765.1,EJAAJFKD_00984,EJAAJFKD_00984,,36796,39990
GCA_000235565.1,Mhar_1712,AET65070.1,,1838648,1840480
GCA_001316085.1,CIBGEIDD_02468,CIBGEIDD_02468,,22683,23219
GCA_000011205.1,STK_19920,BAK54703.1,,2005308,2006321
GCA_001316025.1,FEHKMECB_01708,FEHKMECB_01708,,8005,8283
GCA_001563245.1,YLM1_0393,AMK14953.1,,462609,462872
GCA_001011115.1,HLASF_0863,AKH97356.1,,831546,832358
GCA_000022425.1,M1627_0966,ACP54891.1,,951647,952075
GCA_000092185.1,Tagg_0809,ADG91082.1,,770061,771053
GCA_900177455.1,SAMN06264941_0629,SMH32795.1,,606928,607782
GCA_000340315.1,SacN8_09200,AGE71800.1,,1666939,1667802
GCA_000398765.1,EJAAJFKD_00983,EJAAJFKD_00983,,35811,36827
GCA_002496665.1,EKNBFFCB_01576,EKNBFFCB_01576,,1,1161
GCA_000338775.1,SacRon12I_09855,AGE74196.1,,1798827,1799729
GCA_001266735.1,MsedE_1159,AKV83153.1,,1077201,1077959
GCA_002498825.1,OPMOFEND_00255,OPMOFEND_00255,,29118,29813
GCA_000979455.1,EO98_16395,KKG21966.1,,164478,165479
GCA_000969945.1,MSKOL_2241,AKB48018.1,,2892164,2894341
GCA_002214605.1,A3L04_01015,ASJ17540.1,,166456,167289
GCA_001560085.1,KKBOFOMO_00008,KKBOFOMO_00008,,8455,9639
GCA_001484685.1,ADU37_CDS18200,ALV63519.1,,1534904,1535782
GCA_001560195.1,AHFFPLAJ_01863,AHFFPLAJ_01863,,130657,131058
GCA_000019805.1,Tneu_0994,ACB39926.1,,886164,887096
GCA_000237865.1,Hqrw_2360,CCC40224.1,,1396827,1397849
GCA_000007225.1,PAE0208,AAL62627.1,,107626,109290
GCA_002634415.1,ANLMPLNA_03337,ANLMPLNA_03337,,14632,15105
GCA_000784355.1,FHEJMPDJ_01513,FHEJMPDJ_01513,,213468,213755
GCA_001488575.1,HHUB_4138,CQH63623.1,,133074,133334
GCA_900109065.1,SAMN05444271_12843,SEJ18331.1,,30892,31995
GCA_000245275.2,BBOLJCCI_00915,BBOLJCCI_00915,,864851,865669
GCA_001560485.1,ILINOBIP_01792,ILINOBIP_01792,,22781,23248
GCA_000022205.1,Hlac_3577,ACM59084.1,,331690,332262
GCA_001560525.1,NGHHJGKP_01882,NGHHJGKP_01882,,31788,32549
GCA_001412355.1,APR53_10925,KQC04345.1,,43063,43413
GCA_001560715.1,GKDKIAIE_02293,GKDKIAIE_02293,,140625,141461
GCA_900079125.1,MBBA_0684,SAI87562.1,,647771,648064
GCA_900116205.1,SAMN04488556_0129,SFT10013.1,,17834,18829
GCA_002504725.1,PDBAAAPJ_00385,PDBAAAPJ_00385,,187314,188330
GCA_000230715.3,Natgr_3457,AFZ74576.1,,3424399,3425478
GCA_000979735.1,DU61_13440,KKG80734.1,,15305,15904
GCA_000979815.1,DU51_16885,KKH11896.1,,55556,56146
GCA_000979195.1,DU76_12275,KKH52975.1,,9167,9433
GCA_000247545.1,Pogu_1588,AFA39615.1,,1377670,1378311
GCA_001316085.1,CIBGEIDD_02445,CIBGEIDD_02445,,6,596
GCA_000979175.1,DU50_13860,KKH36214.1,,13163,13930
GCA_001559985.1,BBNBGPAA_01775,BBNBGPAA_01775,,400099,400854
GCA_000970225.1,MSMAL_1313,AKB67856.1,,1619108,1619773
GCA_001559975.1,HBLMNIAF_02114,HBLMNIAF_02114,,33497,34102
GCA_000979825.1,DU62_10180,KKH05513.1,,23411,24013
GCA_002214525.1,A3L12_06415,ASJ10957.1,,1190575,1191522
GCA_001507975.1,XD46_0528,KUK04691.1,,4179,5000
GCA_001560035.1,OFPDGDDC_02333,OFPDGDDC_02333,,13626,14531
GCA_900100715.1,SAMN04488589_0313,SDF31220.1,,363158,363757
GCA_001560285.1,JHIJBACK_02332,JHIJBACK_02332,,26846,27697
GCA_900114585.1,SAMN02910297_01653,SFL74521.1,,1453,1923
GCA_001484685.1,ADU37_CDS18180,ALV63517.1,,1532842,1534053
GCA_000979035.1,DU66_18985,KKH00679.1,,9873,10475
GCA_002078205.2,B7L70_02175,PLC68680.1,,28236,29240
GCA_000275865.1,Metli_1426,EJG07377.1,,1423187,1423480
GCA_002897955.1,BMS3Bbin15_00006,GBE53860.1,,1810,2517
GCA_002505895.1,HOPMLNDI_01827,HOPMLNDI_01827,,14692,15711
GCA_000025685.1,HVO_A0205,ADE01675.1,,207954,208772
GCA_002503545.1,PGMDKGJF_00920,PGMDKGJF_00920,,38497,42567
GCA_000012285.1,Saci_2008,AAY81307.1,,1821722,1822534
GCA_000016385.1,Pars_1115,ABP50693.1,,1005050,1006117
GCA_001914405.1,BTN85_1309,OKY78806.1,,1271112,1271978
GCA_002214585.1,A3L09_05980,ASJ02837.1,,1114767,1115123
GCA_002505895.1,HOPMLNDI_01925,HOPMLNDI_01925,,19732,20328
GCA_000213215.1,Ahos_1504,AEE94387.1,,1360058,1360684
GCA_001559985.1,BBNBGPAA_01775,BBNBGPAA_01775,,400099,400854
GCA_000179575.2,Metok_1284,AEH07252.1,,1314707,1317520
GCA_000970245.1,MSMAC_0733,AKB70623.1,,880835,881437
GCA_001027005.1,MCM1_1893,AKJ38917.1,,2367182,2367784
GCA_000969985.1,MSBRW_3370,AKB52623.1,,4391697,4392662
GCA_001266675.1,MsedB_1185,AKV76436.1,,1130936,1131769
GCA_900095295.1,MCBB_1317,SCG85875.1,,1380807,1381325
GCA_001560565.1,HGEKADFK_02047,HGEKADFK_02047,,33395,34000
GCA_000734035.1,AFULGI_00000610,AIG96907.1,,58303,59256
GCA_001560165.1,FJIOONJO_02099,FJIOONJO_02099,,22458,23747
GCA_001316085.1,CIBGEIDD_02568,CIBGEIDD_02568,,7730,8572
GCA_002508665.1,MIFEAEBD_02216,MIFEAEBD_02216,,190658,191572
GCA_001508065.1,XD54_1986,KUK16720.1,,1019,2593
GCA_900114025.1,SAMN05443661_1106,SFI94861.1,,5420,6499
GCA_001316125.1,ICBEANHN_00656,ICBEANHN_00656,,374026,374544
GCA_000214415.1,Metig_1251,AEF96788.1,,1255889,1257031
GCA_000264495.1,TCELL_1044,AFK51467.1,,972221,973504
GCA_000247545.1,Pogu_1153,AFA39180.1,,985488,986060
GCA_000013725.1,Mbur_0594,ABE51565.1,,604805,606391
GCA_002010305.1,JIGLKENP_00091,JIGLKENP_00091,,77041,78909
GCA_002499825.1,DLBEHFPI_00298,DLBEHFPI_00298,,27379,28266
GCA_002011215.1,MOAEJBEB_02527,MOAEJBEB_02527,,682,1629
GCA_000979295.1,EO95_05290,KKH98894.1,,316,1404
GCA_000215995.1,PYCH_09690,AEH24654.1,,855549,855806
GCA_000979555.1,DU41_08950,KKG48618.1,,33308,34048
GCA_000063445.1,RCIX1147,CAJ36455.1,,1762635,1765304
GCA_001559985.1,BBNBGPAA_00134,BBNBGPAA_00134,,137793,138479
GCA_000245215.2,AENHFAFO_00937,AENHFAFO_00937,,870744,871658
GCA_001560435.1,PKHHENCB_01256,PKHHENCB_01256,,23071,25071
GCA_000405905.1,GLLFBIKD_00796,GLLFBIKD_00796,,1202,1486
GCA_001481635.1,ATZ20_11040,ALU32628.1,,2111863,2112159
GCA_001316285.1,DPOBGEIE_00710,DPOBGEIE_00710,,16157,16735
GCA_000152265.2,FACI_IFERC00001G0007,AGO59987.1,,7108,8016
GCA_001560435.1,PKHHENCB_01279,PKHHENCB_01279,,52140,52826
GCA_002215445.1,NJIMJNHF_01860,NJIMJNHF_01860,,1693504,1694169
GCA_000011205.1,STK_00080,BAB64956.1,,12718,13446
GCA_900069765.1,KJKELFHJ_00701,KJKELFHJ_00701,,131621,132679
GCA_002116695.1,B6F84_13775,ARM76981.1,,2686115,2687299
GCA_000245175.2,JFKDKKGG_00905,JFKDKKGG_00905,,868114,868932
GCA_001560205.1,HHJEFJGM_00557,HHJEFJGM_00557,,464747,466747
GCA_000979505.1,DU30_07135,KKG32836.1,,25122,26195
GCA_002494625.1,JFNLIPMI_00041,JFNLIPMI_00041,,35931,36962
GCA_001726015.1,A8273_1067,ODV49646.1,,33479,34276
GCA_000979675.1,DU46_08060,KKG73215.1,,70928,71761
GCA_000015805.1,Pcal_1275,ABO08699.1,,1183435,1184319
GCA_900110865.1,SAMN04489841_1401,SEQ29970.1,,170940,171212
GCA_002355635.1,HIPEIFMM_01080,HIPEIFMM_01080,,1087010,1089043
GCA_000011105.1,,BAA30350.1,,1123375,1124004
GCA_000022485.1,YN1551_2382,ACP49353.1,,2134721,2135875
GCA_001592435.1,A0127_00215,AMQ17700.1,,41929,42186
GCA_000565255.1,ASUL_05606,EWG07443.1,,210441,211043
GCA_000015225.1,Tpen_1291,ABL78689.1,,1234231,1234899
GCA_000215995.1,PYCH_09630,AEH24648.1,,850327,851055
GCA_000979385.1,EO92_03625,KKG10287.1,,2008,2535
GCA_001560065.1,EAAEAGMB_02126,EAAEAGMB_02126,,687255,688157
GCA_000402915.1,EBEIIGGG_00389,EBEIIGGG_00389,,15493,16851
GCA_000148385.1,Vdis_1150,ADN50537.1,,1091774,1094044
GCA_000306725.1,Mpsy_0170,AFV22383.1,,182230,183432
GCA_900012635.1,CHITON_1044,CUX77823.1,,1002288,1003100
GCA_001871495.1,AUJ65_04540,OIO23046.1,,4968,5573
GCA_000968395.1,SULC_2313,AKA77817.1,,2132402,2132701
GCA_000337355.1,C468_01475,EMA69347.1,,23509,24054
GCA_002505195.1,DCJDHHKN_00044,DCJDHHKN_00044,,8104,9090
GCA_000022425.1,M1627_0964,ACP54889.1,,945449,946162
GCA_002287235.1,ASJ81_14680,PAV14237.1,,391,963
GCA_002509015.1,DHDMMOJL_00285,DHDMMOJL_00285,,301,2565
GCA_001560605.1,BPJJOKJI_00837,BPJJOKJI_00837,,4360,5211
GCA_002505485.1,FNDFFCCK_01796,FNDFFCCK_01796,,16617,17435
GCA_000014945.1,Mthe_1560,ABK15330.1,,1695658,1695924
GCA_000969885.1,MSTHT_2484,AKB14242.1,,3020524,3020853
GCA_002215525.1,PGEJMNCI_01966,PGEJMNCI_01966,,1817264,1818058
GCA_000022405.1,M1425_0880,ACP37676.1,,837042,837878
GCA_001560455.1,GALLAPDK_01714,GALLAPDK_01714,,253231,254082
GCA_000022465.1,YG5714_0692,ACP44981.1,,646647,647516
GCA_002498665.1,LHKBHFCD_01255,LHKBHFCD_01255,,28772,29488
GCA_000969965.1,MSWHS_0368,AKB17231.1,,447831,448550
GCA_002116695.1,B6F84_00105,ARM74585.1,,49095,49382
GCA_000762265.1,BRM9_1437,AIS32251.1,,1476788,1477051
GCA_000970185.1,MSMAP_1240,AKB61225.1,,1525986,1527491
GCA_000022465.1,YG5714_0546,ACP44840.1,,504953,505639
GCA_000364745.1,SiL_0396,AGJ61870.1,,351702,352556
GCA_002011125.1,GNPJGAHB_01904,GNPJGAHB_01904,,72240,72542
GCA_000337815.1,C440_11801,ELZ93659.1,,3755,4810
GCA_002499755.1,KGANPNEC_02252,KGANPNEC_02252,,27426,28361
GCA_000008665.1,AF_1868,AAB89389.1,,1680461,1681450
GCA_002498225.1,JFLDHFGF_00449,JFLDHFGF_00449,,61639,62997
GCA_000007005.1,SSO1443,AAK41676.1,,1295499,1295951
GCA_000762265.1,BRM9_1436,AIS32250.1,,1475816,1476781
GCA_000275865.1,Metli_1430,EJG07381.1,,1427498,1428379
GCA_001560725.1,OHBKOFBI_02076,OHBKOFBI_02076,,31775,32536
GCA_000385565.1,Asulf_00665,AGK60683.1,,612229,612888
GCA_000013445.1,Mhun_0734,ABD40487.1,,845232,845519
GCA_000190055.2,FPKNIGDP_01869,FPKNIGDP_01869,,6059,6349
GCA_001940665.1,OdinLCB4_03070,OLS18605.1,,122071,122853
GCA_001516585.1,AT710_07790,KUO90984.1,,2233,3018
GCA_000980105.1,DU79_14355,KKH94643.1,,11271,13334
GCA_002495565.1,IDGFBHFN_00623,IDGFBHFN_00623,,110858,111559
GCA_001560725.1,OHBKOFBI_00046,OHBKOFBI_00046,,64783,65634
GCA_000493245.1,LLLAMOKN_01595,LLLAMOKN_01595,,124707,125495
GCA_900248165.1,NCAV_1783,SPC34946.1,,1561833,1562888
GCA_002496705.1,OJKIBACN_00756,OJKIBACN_00756,,28762,29535
GCA_000340315.1,SacN8_09195,AGE71799.1,,1666293,1666958
GCA_900114585.1,SAMN02910297_01781,SFL79978.1,,2643,3788
GCA_001560725.1,OHBKOFBI_02083,OHBKOFBI_02083,,38650,39117
GCA_000979825.1,DU62_08505,KKH14810.1,,74645,75601
GCA_001560315.1,COBLBLBO_01893,COBLBLBO_01893,,17567,18172
GCA_000011205.1,STK_26390,BAK54840.1,,2680967,2682463
GCA_001719125.1,BFU36_00070,AOL15394.1,,28100,28921
GCA_001316085.1,CIBGEIDD_02451,CIBGEIDD_02451,,3639,3863
GCA_001559985.1,BBNBGPAA_00136,BBNBGPAA_00136,,138790,139974
GCA_001481635.1,ATZ20_07935,ALU32076.1,,1478151,1478762
GCA_000022385.1,LS215_0640,ACP34728.1,,551729,554842
GCA_000979595.1,DU64_05065,KKG62032.1,,88493,89314
GCA_002898395.1,HRbin02_01416,GBC71631.1,,5072,5911
GCA_000336855.1,C460_11213,ELZ57863.1,,35167,35805
GCA_000302455.1,A994_11397,EKF84796.1,,2074,2592
GCA_000711905.1,ENACBEBM_01630,ENACBEBM_01630,,22959,24137
GCA_000447865.2,JJAGBOJA_01345,JJAGBOJA_01345,,1378385,1378927
GCA_000337735.1,C495_16715,ELY41481.1,,7393,8463
GCA_001560525.1,NGHHJGKP_00021,NGHHJGKP_00021,,26413,27330
GCA_000023945.1,Huta_1453,ACV11629.1,,1424450,1425529
GCA_002496045.1,EPOAHOIO_01051,EPOAHOIO_01051,,5334,8567
GCA_000979555.1,DU41_15895,KKG42780.1,,18556,19146
GCA_000022385.1,LS215_0699,ACP34774.1,,600977,601615
GCA_000470655.1,HTIA_1589,CCQ33716.1,,1586065,1588632
GCA_001560215.1,NGNHDNEJ_01670,NGNHDNEJ_01670,,31562,32323
GCA_900215215.1,SAMN06295989_11715,SNY22806.1,,12040,12918
GCA_001560045.1,GGCEIJFO_02129,GGCEIJFO_02129,,53683,54585
GCA_002215525.1,PGEJMNCI_01970,PGEJMNCI_01970,,1822614,1823015
GCA_000953115.1,DSM1535_0079,CEA12445.1,,72681,73871
GCA_000968355.1,SULB_2311,AKA74476.1,,2127276,2128211
GCA_002502785.1,DEJKOFKL_01775,DEJKOFKL_01775,,1583,1870
GCA_001560515.1,BIICEEPG_02015,BIICEEPG_02015,,41805,42272
GCA_002011085.1,DOMOAKLA_01660,DOMOAKLA_01660,,39729,40013
GCA_000747605.1,HA72_1142,AIM27289.1,,1079384,1080109
GCA_000023985.1,Mefer_1432,ACV25236.1,,1344638,1345345
GCA_000275865.1,Metli_2428,EJG08366.1,,2425662,2426513
GCA_000970225.1,MSMAL_1313,AKB67856.1,,1619108,1619773
GCA_001316045.1,IKCEDMHP_02633,IKCEDMHP_02633,,7296,8258
GCA_000190055.2,FPKNIGDP_01864,FPKNIGDP_01864,,1040,2008
GCA_001560915.1,AR505_1095,AMH94813.1,,1153377,1153874
GCA_000245135.2,ANGOGFEL_02851,ANGOGFEL_02851,,851529,852554
GCA_001481685.1,EYM_01775,ALU12246.1,,296482,299649
GCA_001560765.1,HODOBGIE_01089,HODOBGIE_01089,,166301,166906
GCA_000978955.1,DU34_19055,KKG08111.1,,17543,18514
GCA_000022425.1,M1627_0968,ACP54893.1,,953053,953775
GCA_000018305.1,Cmaq_1518,ABW02342.1,,1599396,1602533
GCA_000265525.1,CL1_1956,AFL96151.1,,1872887,1873813
GCA_000022425.1,M1627_1086,ACP54984.1,,1060667,1061821
GCA_001266655.1,MsedA_1167,AKV74183.1,,1095701,1096351
GCA_002204705.1,B2I17_09590,OWP55542.1,,43602,44129
GCA_002214525.1,A3L12_06440,ASJ10962.1,,1195652,1196332
GCA_000245255.2,OEHBGHGL_02960,OEHBGHGL_02960,,907495,908139
GCA_000494165.1,DJPPGCIM_00699,DJPPGCIM_00699,,524,1420
GCA_002506455.1,ADCKCHDA_00326,ADCKCHDA_00326,,29554,30771
GCA_000275605.1,PFC_02330,AFN03428.1,,455494,456207
GCA_000015205.1,Pisl_1544,ABL88699.1,,1410159,1411148
GCA_001577565.1,AWU59_501,KXS44427.1,,6570,7949
GCA_001950595.1,JMMHGPIB_00117,JMMHGPIB_00117,,110593,111168
GCA_900177045.1,NCS_11151,SMH71344.1,,877831,879060
GCA_002498825.1,OPMOFEND_01047,OPMOFEND_01047,,12388,13275
GCA_000405745.1,LOMDKGAD_00280,LOMDKGAD_00280,,963,2444
GCA_002509495.1,POINIJML_01950,POINIJML_01950,,11870,13300
GCA_002010075.1,CBEJEKJO_01502,CBEJEKJO_01502,,110,667
GCA_000769655.1,TEU_06690,AIU70037.1,,1212566,1213513
GCA_000691865.1,EI28_08705,KDE56475.1,,9232,10263
GCA_000980025.1,DU87_09115,KKH68239.1,,6385,6987
GCA_002194565.1,Pdsh_06790,OWJ54497.1,,20751,21704
GCA_002509655.1,LODLIDLP_01352,LODLIDLP_01352,,8758,9477
GCA_002504485.1,GDKBANGK_02074,GDKBANGK_02074,,47594,50071
GCA_000980055.1,DU86_12840,KKH77984.1,,15081,15650
GCA_000970005.1,MSWH1_1686,AKB21957.1,,2071253,2071555
GCA_002503205.1,OJKIOIMM_01628,OJKIOIMM_01628,,4240,4926
GCA_002495885.1,EODJKBAH_00666,EODJKBAH_00666,,138024,138998
GCA_000711905.1,ENACBEBM_00432,ENACBEBM_00432,,5523,6293
GCA_001560355.1,DBFJMMEK_02345,DBFJMMEK_02345,,35204,37204
GCA_001560515.1,BIICEEPG_01855,BIICEEPG_01855,,138194,139378
GCA_000979665.1,DU67_12460,KKG67022.1,,7132,8004
GCA_000007305.1,PF1125,AAL81249.1,,1073960,1074469
GCA_002011215.1,MOAEJBEB_01240,MOAEJBEB_01240,,21674,22690
GCA_001872315.1,AUJ64_00770,OIO44035.1,,1165,2145
GCA_900005775.1,PLEEOCFM_01723,PLEEOCFM_01723,,79689,80495
GCA_001266715.1,MsedD_1180,AKV80929.1,,1125727,1126554
GCA_001559985.1,BBNBGPAA_01778,BBNBGPAA_01778,,403776,404381
GCA_001560205.1,HHJEFJGM_00580,HHJEFJGM_00580,,493785,494471
GCA_000979425.1,EO94_13595,KKG13760.1,,3974,4237
GCA_000979515.1,DU35_00485,KKG44795.1,,8549,9172
GCA_001560315.1,COBLBLBO_02069,COBLBLBO_02069,,116345,118345
GCA_000970325.1,MCMEM_1782,AKB85835.1,,1925049,1925783
GCA_001560815.1,OFIGAABH_02231,OFIGAABH_02231,,37544,38380
GCA_000730175.1,OGEDLMOC_01841,OGEDLMOC_01841,,11887,14121
GCA_000017185.1,Maeo_1079,ABR56656.1,,1126329,1127486
GCA_002508805.1,NGACKDAF_00770,NGACKDAF_00770,,1012,1995
GCA_001559985.1,BBNBGPAA_01778,BBNBGPAA_01778,,403776,404381
GCA_000017165.1,Mevan_0084,ABR53998.1,,85261,85878
GCA_001560555.1,JNMGENJO_02034,JNMGENJO_02034,,41774,42241
GCA_000632495.1,CM19_13050,EZQ01539.1,,28274,29032
GCA_001560125.1,DBBCKIFB_00029,DBBCKIFB_00029,,31780,32541
GCA_001560275.1,GKBDGCJL_02243,GKBDGCJL_02243,,209857,210651
GCA_000151225.1,METSMIF1_03143,EFC93560.1,,1146183,1146866
GCA_000019605.1,Kcr_0440,ACB07193.1,,453930,454682
GCA_900198835.1,OAOADCOO_01677,OAOADCOO_01677,,1502627,1503610
GCA_000744455.1,JAGFCCPH_02211,JAGFCCPH_02211,,2049424,2050092
GCA_000336715.1,C451_01788,EMA56570.1,,37536,38129
GCA_000494165.1,DJPPGCIM_00709,DJPPGCIM_00709,,1055,2041
GCA_002287215.1,ASJ83_01225,PAV08952.1,,58847,59530
GCA_001560135.1,GGEFHGDP_00022,GGEFHGDP_00022,,26106,27023
GCA_001560305.1,PJMKINCC_01332,PJMKINCC_01332,,50512,51273
GCA_001559975.1,HBLMNIAF_02380,HBLMNIAF_02380,,103972,104874
GCA_002952775.1,AArcSl_0554,AUX08204.1,,568106,568714
GCA_001560715.1,GKDKIAIE_02292,GKDKIAIE_02292,,139820,140575
GCA_000979125.1,DU60_00490,KKH30937.1,,1964,3727
GCA_001412615.1,Pyrde_1350,ALL01396.1,,1339124,1339735
GCA_001316125.1,ICBEANHN_04172,ICBEANHN_04172,,10734,11906
GCA_000265525.1,CL1_1937,AFL96132.1,,1850554,1851195
GCA_001316325.1,BIOFJFDG_02677,BIOFJFDG_02677,,28018,28566
GCA_002215565.1,IPGMGJGF_02017,IPGMGJGF_02017,,1868132,1868599
GCA_002503885.1,KJFGHKLO_02058,KJFGHKLO_02058,,30516,31178
GCA_001560285.1,JHIJBACK_01166,JHIJBACK_01166,,286,687
GCA_001559975.1,HBLMNIAF_00839,HBLMNIAF_00839,,190138,190749
GCA_001316305.1,LLIMOCND_04653,LLIMOCND_04653,,6683,7657
GCA_002761295.1,BKM01_05630,ATU08294.1,,1085855,1086643
GCA_001717035.1,MOJCPBFE_01684,MOJCPBFE_01684,,172478,173050
GCA_000234805.1,P186_0963,AET32404.1,,806094,807566
GCA_002497345.1,FAGMFFNC_00736,FAGMFFNC_00736,,17936,18673
GCA_001266655.1,MsedA_1179,AKV74193.1,,1125727,1126554
GCA_002010165.1,OFFINIKF_00340,OFFINIKF_00340,,118716,119885
GCA_000632495.1,CM19_13050,EZQ01539.1,,28274,29032
GCA_001462205.1,DKOEDFFK_02119,DKOEDFFK_02119,,9891,10703
GCA_000026045.1,NP_3262A,CAI49722.1,,1569096,1569968
GCA_000245275.2,BBOLJCCI_00916,BBOLJCCI_00916,,865641,866477
GCA_002010155.1,KDDMKHMK_02328,KDDMKHMK_02328,,15860,16621
GCA_000337555.1,C481_21021,ELY97113.1,,42773,43045
GCA_000385565.1,Asulf_01245,AGK61241.1,,1142625,1143122
GCA_000008645.1,MTH_1082,AAB85571.1,,996814,999282
GCA_000970285.1,MSHOH_0846,AKB77329.1,,1002906,1004762
GCA_001560375.1,EEHAGKII_00465,EEHAGKII_00465,,462968,463633
GCA_000023985.1,Mefer_1444,ACV25248.1,,1357771,1358481
GCA_000494205.1,KLFKALOH_01358,KLFKALOH_01358,,29568,30554
GCA_001559955.1,EBAHONHF_01637,EBAHONHF_01637,,69896,70582
GCA_000015145.1,Hbut_0713,ABM80568.1,,695019,696062
GCA_000022385.1,LS215_2278,ACP36263.1,,2067737,2068345
GCA_000245115.2,ELEAMKNB_02976,ELEAMKNB_02976,,850476,851981
GCA_002505275.1,FGOCOFFF_00030,FGOCOFFF_00030,,3621,4493
GCA_002494885.1,NFPKGEOK_00586,NFPKGEOK_00586,,124707,125222
GCA_000979635.1,DU45_00855,KKG62255.1,,2290,2880
GCA_001316085.1,CIBGEIDD_02563,CIBGEIDD_02563,,2788,3384
GCA_002215485.1,NDPOHDCN_01238,NDPOHDCN_01238,,1076674,1077963
